organisation,cohort,organisation_name,pipeline,issue_type,severity,responsibility,count_issues,collection,endpoint,endpoint_url,latest_status,latest_exception,resource,latest_log_entry_date,endpoint_entry_date,endpoint_end_date,resource_start_date,resource_end_date
local-authority:SWK,RIPA-Beta,London Borough of Southwark,listed-building-outline,,,,,listed-building,7d33d185db7a5ba469da8f9e1d8d04a09f1a35650271282697d214e33dcd9fa1,https://raw.githubusercontent.com/digital-land/listed-building-collection/main/data/Southwark/Grade%20I%20Star.zip,200,,e3a22838b44a3c1e594eee33788728a6366caef066690e5fb9fd91e46e74bac1,2024-07-10,2021-12-07,2024-07-10,2021-12-08,2024-07-10
local-authority:SWK,RIPA-Beta,London Borough of Southwark,listed-building-outline,,,,,listed-building,f9e48302f921da41ac204cd97817651db192c83dcbc032afc9a8f19f6ce57849,https://raw.githubusercontent.com/digital-land/listed-building-collection/main/data/Southwark/Grade%20I.zip,200,,9d20207f8f2f674fda09b9632bd5d1495a635fcb762827b46c96522a45624bff,2024-07-10,2021-12-07,2024-07-10,2021-12-08,2024-07-10
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree,Unexpected geom type,error,external,544.0,tree-preservation-order,0c83c1c9572e704f3d51c4a5dd5f950c5aa0e9ecf7353a009b03575beecf5a47,https://services.southwark.gov.uk/assets/attach/194775/Tree-preservation-order-zones.geojson,200,,dbb1fdf4201ca2822eca5929958151922e76135b62b038e20c966704f559e862,2025-01-30,2024-11-21,,2024-12-11,
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree,unknown entity,notice,internal,544.0,tree-preservation-order,0c83c1c9572e704f3d51c4a5dd5f950c5aa0e9ecf7353a009b03575beecf5a47,https://services.southwark.gov.uk/assets/attach/194775/Tree-preservation-order-zones.geojson,200,,dbb1fdf4201ca2822eca5929958151922e76135b62b038e20c966704f559e862,2025-01-30,2024-11-21,,2024-12-11,
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree-preservation-order,,,,,tree-preservation-order,810751d8f4697034343d69ea0b5f365362089c9d2c083a63d6a3815b17b2a44b,https://raw.githubusercontent.com/digital-land/tree-preservation-order-collection/main/data/Southwark/TPO%20zones%20-%20Woodland%20type.zip,200,,2c8acd4d9e2920fb257b14ebcfb42344dea71e76572966f47f95641e0984fabe,2024-05-22,2021-12-01,2024-05-21,2021-12-02,2024-05-22
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree-preservation-order,,,,,tree-preservation-order,9303b2ab116396afad0e4b9f9c827ae2993fa8cc355398eb164e6b4081cfbc5c,https://raw.githubusercontent.com/digital-land/tree-preservation-order-collection/main/data/Southwark/TPO%20zones%20-%20Individual%20type.zip,200,,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,2024-05-24,2021-12-01,2024-05-24,2021-12-02,2024-05-24
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree-preservation-order,,,,,tree-preservation-order,b40560f8bae3605c599de6cdd59271c4b218c305134fd32586e20a681c183f74,https://raw.githubusercontent.com/digital-land/tree-preservation-order-collection/main/data/Southwark/TPO%20zones%20-%20Area%20type.zip,200,,f9c98a7bb2fe99b4fffb86a5d8f4d840119f6fa72c7b2876ed5dac7d78fa39bf,2024-05-24,2021-12-01,2024-05-24,2021-12-02,2024-05-24
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree-preservation-order,,,,,tree-preservation-order,b7c82241d5ad27c0f92cb464dca91aea2461802b345fe3e9df55e844f4dc477e,https://raw.githubusercontent.com/digital-land/tree-preservation-order-collection/main/data/Southwark/TPO%20zones%20-%20Group%20type.zip,200,,20ab1d84c669217e70328f90d2379c75c59a3889945bfba4941090021ab2214f,2024-05-24,2021-12-01,2024-05-24,2021-12-02,2024-05-24
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree-preservation-zone,patch,info,internal,29.0,tree-preservation-order,0c83c1c9572e704f3d51c4a5dd5f950c5aa0e9ecf7353a009b03575beecf5a47,https://services.southwark.gov.uk/assets/attach/194775/Tree-preservation-order-zones.geojson,200,,dbb1fdf4201ca2822eca5929958151922e76135b62b038e20c966704f559e862,2025-01-30,2024-11-21,,2024-12-11,
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree-preservation-zone,unknown entity,notice,internal,29.0,tree-preservation-order,0c83c1c9572e704f3d51c4a5dd5f950c5aa0e9ecf7353a009b03575beecf5a47,https://services.southwark.gov.uk/assets/attach/194775/Tree-preservation-order-zones.geojson,200,,dbb1fdf4201ca2822eca5929958151922e76135b62b038e20c966704f559e862,2025-01-30,2024-11-21,,2024-12-11,
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree-preservation-zone,,,,,tree-preservation-order,810751d8f4697034343d69ea0b5f365362089c9d2c083a63d6a3815b17b2a44b,https://raw.githubusercontent.com/digital-land/tree-preservation-order-collection/main/data/Southwark/TPO%20zones%20-%20Woodland%20type.zip,200,,2c8acd4d9e2920fb257b14ebcfb42344dea71e76572966f47f95641e0984fabe,2024-05-22,2021-12-01,2024-05-21,2021-12-02,2024-05-22
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree-preservation-zone,,,,,tree-preservation-order,9303b2ab116396afad0e4b9f9c827ae2993fa8cc355398eb164e6b4081cfbc5c,https://raw.githubusercontent.com/digital-land/tree-preservation-order-collection/main/data/Southwark/TPO%20zones%20-%20Individual%20type.zip,200,,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,2024-05-24,2021-12-01,2024-05-24,2021-12-02,2024-05-24
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree-preservation-zone,,,,,tree-preservation-order,b40560f8bae3605c599de6cdd59271c4b218c305134fd32586e20a681c183f74,https://raw.githubusercontent.com/digital-land/tree-preservation-order-collection/main/data/Southwark/TPO%20zones%20-%20Area%20type.zip,200,,f9c98a7bb2fe99b4fffb86a5d8f4d840119f6fa72c7b2876ed5dac7d78fa39bf,2024-05-24,2021-12-01,2024-05-24,2021-12-02,2024-05-24
local-authority:SWK,RIPA-Beta,London Borough of Southwark,tree-preservation-zone,,,,,tree-preservation-order,b7c82241d5ad27c0f92cb464dca91aea2461802b345fe3e9df55e844f4dc477e,https://raw.githubusercontent.com/digital-land/tree-preservation-order-collection/main/data/Southwark/TPO%20zones%20-%20Group%20type.zip,200,,20ab1d84c669217e70328f90d2379c75c59a3889945bfba4941090021ab2214f,2024-05-24,2021-12-01,2024-05-24,2021-12-02,2024-05-24
local-authority:CMD,RIPA-BOPS,London Borough of Camden,article-4-direction,,,,,article-4-direction,22b68af5f133601d5bafc187546b06f0cfffb95a1a6166449cec471ac7ed6706,https://opendata.camden.gov.uk/api/views/ypia-t7j2/rows.csv,200,,4e112cae3399b8ec71e0c3d9a28f077fc5f6e1dcb998bcabda4c7e3cc91958e4,2025-01-30,2023-09-05,,2024-11-01,
local-authority:CMD,RIPA-BOPS,London Borough of Camden,article-4-direction-area,invalid geometry - fixed,warning,external,5.0,article-4-direction,3bbf7138bc9dacbf42700c5d114ba0c1856ae4cdc7c92360e95103ae59d38c0a,https://opendata.camden.gov.uk/api/views/45mg-zjup/rows.csv,200,,5cb3c60422bbf48f8b47a88705c069581616927279a2736f0da426c9a54f9bd0,2025-01-30,2023-08-11,,2024-11-01,
local-authority:CMD,RIPA-BOPS,London Borough of Camden,conservation-area,,,,,conservation-area,3359f0dcc3566387183cdf903722f1771dde9cba1f16c78d9afd1c13d6589007,https://opendata.camden.gov.uk/api/views/cbz9-k9zc/rows.csv?accessType=DOWNLOAD,200,,2c62d64f790d690488b5c523ac1f0b3080848708c767b938e78058a5c0d0ae02,2024-06-13,2023-08-14,2024-06-13,2022-10-14,2024-06-13
local-authority:CMD,RIPA-BOPS,London Borough of Camden,conservation-area,invalid geometry - fixed,warning,external,2.0,conservation-area,8fdf314ef9044149cd8df70e51838e385fdeda24be1be7bc6b3e402fda48f43a,https://opendata.camden.gov.uk/resource/geu8-xww8.csv,200,,74dc15a9fcbdcad2a39f0f767dd56e9a731c62cae44bd760fcaa48d247f0f785,2025-01-30,2024-06-13,,2024-11-01,
local-authority:CMD,RIPA-BOPS,London Borough of Camden,conservation-area-document,,,,,conservation-area,d9c1f90bebda35186029557b7ee6e60c951e25c20fb1599fd51860846198018d,https://opendata.camden.gov.uk/resource/3hsk-65x3.csv,200,,8cbd64c3cf95526fd3e5b97dc20fb1062bc4357c3b65a4583de845e0f496f9e1,2025-01-30,2024-06-13,,2024-11-08,
local-authority:CMD,RIPA-BOPS,London Borough of Camden,listed-building-outline,invalid geometry - fixed,warning,external,6.0,listed-building,431efe2f2cbc73eb181f67ce9cc27cc61f88236835eb2b3b96ee6a54ceb6458a,https://opendata.camden.gov.uk/api/views/uu3n-zgbj/rows.csv?accessType=DOWNLOAD,200,,09eb2664a881a414c0cea45788ff95d630a4bad26045b91a06381b3b6d761ac4,2025-01-30,2023-09-29,,2024-11-04,
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,article-4-direction-area,,,,,article-4-direction,23a770eea13b2d4345bcaf814aaf37b3ecb386903d0ae1e940b79d5724b31b59,https://maps.doncaster.gov.uk/server/rest/services/Planning/Article_4/MapServer/4/,200,,2f7d900dd48fd02e670b696a5235fab69c61dc4df08b0e8bf14f921e8d9f0705,2025-01-30,2024-02-05,,2024-12-24,
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,article-4-direction-area,,,,,article-4-direction,657ede08e75ebdacbf21522a8f312e05297cd19ece206c92512db2894947dee6,https://maps.doncaster.gov.uk/server/rest/services/Planning/Article_4/MapServer/0/,200,,c3ce772bfbcd16ef013a640316ce1ef19ea340ed158fdea389aba9ef8a7d0565,2025-01-30,2022-11-07,,2024-01-31,
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,article-4-direction-area,,,,,article-4-direction,667fc1598d817e6456c775277214067697b1e09f50b11c0111c5fdaaac756028,https://maps.doncaster.gov.uk/server/rest/services/Planning/Article_4/MapServer/6/,200,,16290e6eab27f857ab46d12877e881b8ac7adc974a0657daa0cfd91d466b70da,2025-01-30,2024-11-07,,2024-11-08,
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,article-4-direction-area,,,,,article-4-direction,c339dfdfe49bac9dfa47efd4ff9d11030c66d2876b243f3a752bfee98546412a,https://gis.doncaster.gov.uk/arcgis/rest/services/Planning/Article_4/MapServer/1/query?where=1%3D1&geometryType=esriGeometryEnvelope&outFields=*&returnGeometry=true&returnTrueCurves=false&returnIdsOnly=false&returnCountOnly=false&returnZ=false&returnM=false&returnDistinctValues=false&f=pjson,200,,27a94a5565e5af17e3a0fad7d095450b29e398966ddc1a99e846747ed39099ce,2022-11-07,2022-03-08,2022-11-01,2022-11-01,2022-11-07
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,conservation-area,invalid geometry - fixed,warning,external,2.0,conservation-area,0a3aaf764068310cc788b294d43436e49630a8095d81f9d1ee3ea085d62ea87a,https://maps.doncaster.gov.uk/server/rest/services/Planning/Heritage_Map/MapServer/0,200,,376b1ffbff7da2df1615636ed7ebb4a63aceba50f17f812d5f854402ce42c370,2025-01-30,2022-11-01,,2022-11-11,
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,conservation-area,,,,,conservation-area,b93fbdc4382f1e085e730bcdf2b990245f1b6e651ee58e5dc29aa25c3b1198f9,https://gis.doncaster.gov.uk/arcgis/rest/services/Planning/Heritage/MapServer/1/query?where=1%3D1&geometryType=esriGeometryEnvelope&outFields=*&returnGeometry=true&returnTrueCurves=false&returnIdsOnly=false&returnCountOnly=false&returnZ=false&returnM=false&returnDistinctValues=false&f=pjson,200,,c1b78bd3646deca8a4557c26ffe58462b98c04a9bdb304247bf81b859fcc7b2e,2022-11-01,2022-03-15,2022-11-01,2022-11-01,2022-11-01
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,listed-building-outline,,,,,listed-building,3ee8504f4511028a881ec4c4bd3ba0d2e45571839a658e90b74c163c1c08a809,https://gis.doncaster.gov.uk/arcgis/rest/services/Planning/Heritage/MapServer/2,,,945fde4abdc8b96d9981cbcfe4cc2ee54402d9949324eaabaf9e127919f23d87,2022-10-31,2022-07-04,2022-11-01,2022-07-04,2022-10-31
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,listed-building-outline,invalid geometry - fixed,warning,external,7.0,listed-building,8c363105b8138f6471cd4a453a84f15870be417ed0624d4b12f7b39ba49306ed,https://maps.doncaster.gov.uk/server/rest/services/Planning/Heritage_Map/MapServer/1,200,,f40d67fedd19e1e1a62b4562b27e327a689a4572aef8179d635ccd71eca8b709,2025-01-30,2022-11-01,,2024-08-23,
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,listed-building-outline,patch,info,internal,800.0,listed-building,8c363105b8138f6471cd4a453a84f15870be417ed0624d4b12f7b39ba49306ed,https://maps.doncaster.gov.uk/server/rest/services/Planning/Heritage_Map/MapServer/1,200,,f40d67fedd19e1e1a62b4562b27e327a689a4572aef8179d635ccd71eca8b709,2025-01-30,2022-11-01,,2024-08-23,
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,tree,,,,,tree-preservation-order,a05e76e962d438545a5a48c967cd2b1229ebc951a9a4a6d4d7ecad4379f0f1ca,https://maps.doncaster.gov.uk/server/rest/services/Planning/TPO_Map/MapServer/0/,200,,0549c37800cefd888b1d596eda86cac01125d3cca278f53eaaf2fe4c5a4c7749,2025-01-30,2022-10-26,,2024-12-24,
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,tree-preservation-zone,invalid category value,error,external,2.0,tree-preservation-order,de1eb90a8b037292ef8ae14bfabd1184847ef99b7c6296bb6e75379e6c1f9572,https://maps.doncaster.gov.uk/server/rest/services/Planning/TPO_Map/MapServer/1,200,,36ceb911631c69c70d62edf6cce37d4380bba4209f311d1436f81850a428e7c6,2025-01-30,2022-10-26,,2024-08-16,
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,tree-preservation-zone,invalid geometry - fixed,warning,external,2.0,tree-preservation-order,de1eb90a8b037292ef8ae14bfabd1184847ef99b7c6296bb6e75379e6c1f9572,https://maps.doncaster.gov.uk/server/rest/services/Planning/TPO_Map/MapServer/1,200,,36ceb911631c69c70d62edf6cce37d4380bba4209f311d1436f81850a428e7c6,2025-01-30,2022-10-26,,2024-08-16,
local-authority:DNC,RIPA-BOPS,Doncaster Metropolitan Borough Council,tree-preservation-zone,patch,info,internal,1311.0,tree-preservation-order,de1eb90a8b037292ef8ae14bfabd1184847ef99b7c6296bb6e75379e6c1f9572,https://maps.doncaster.gov.uk/server/rest/services/Planning/TPO_Map/MapServer/1,200,,36ceb911631c69c70d62edf6cce37d4380bba4209f311d1436f81850a428e7c6,2025-01-30,2022-10-26,,2024-08-16,
local-authority:GLO,RIPA-BOPS,Gloucester City Council,article-4-direction-area,OSGB,warning,external,55.0,article-4-direction,11ceb6807ca6320712e4b589a625e94a6efada5c41928b91579ee7abf236fcae,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/article_4_DL/wfs?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Aarticle_4_DL&OutputFormat=GML2,200,,3d83563ea289d0aa7f943e7817307dcdc1e879237fdeec11e5f298b4e0486192,2025-01-30,2024-07-02,,2024-08-06,
local-authority:GLO,RIPA-BOPS,Gloucester City Council,article-4-direction-area,,,,,article-4-direction,5fc20cc8e733d12f262bab292b81cb38ff35fb8d17b8503005403652759ba7b3,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/ows?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Aarticle_4_DL&OutputFormat=GML2,200,,eefe36c7967496766989bdfc5355748bf9209d1ce6afd80094a15bf7bd55661c,2024-07-02,2022-06-30,2024-07-02,2024-06-29,2024-07-02
local-authority:GLO,RIPA-BOPS,Gloucester City Council,conservation-area,,,,,conservation-area,3d871564775d1789a0e3fca4a2efed10a5c3219fdbdcf130187c1923786c9498,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/ows?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Aconservation_areas_DL&OutputFormat=GML2,200,,790ec0c8e4d19a0dddb27ced13cea29bbe7897730bf00d3f425f62436dea63d3,2024-08-09,2022-11-15,2024-08-07,2024-07-09,2024-08-09
local-authority:GLO,RIPA-BOPS,Gloucester City Council,conservation-area,OSGB,warning,external,28.0,conservation-area,6dad8060cbdf75cf7c28c511b107a367e7c0435e04d130793b8464454bfd384c,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/conservation_areas_DL/wfs?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Aconservation_areas_DL&OutputFormat=GML2,200,,fca02eeea62ab37ad6a4262545514caa5d8a92ed21ffdf3c64de40682c820720,2025-01-30,2024-08-07,,2025-01-23,
local-authority:GLO,RIPA-BOPS,Gloucester City Council,listed-building-outline,,,,,listed-building,2b0ef9c4c1482e0f32139e231a146d52a3cde2e4148db87c13c0b414d981c32a,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/ows?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Alisted_buildings_DL&OutputFormat=GML2,200,,48338eecaba030a920205eefe8ec0d8812adcee541c4433b887b7f298d9852e0,2024-08-13,2022-07-28,2024-08-13,2024-08-07,2024-08-13
local-authority:GLO,RIPA-BOPS,Gloucester City Council,listed-building-outline,OSGB,warning,external,486.0,listed-building,f569cf738abb48f8d9d2bda008b5e27716877dd84a22fa9edc463c288251fad8,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/listed_buildings_DL/wfs?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Alisted_buildings_DL&OutputFormat=GML2,200,,47b2c02399036050fe507e4b90ee532f25293b19f7cec9fb308336e625f7109b,2025-01-30,2024-08-13,,2024-09-21,
local-authority:GLO,RIPA-BOPS,Gloucester City Council,tree,OSGB,warning,external,1358.0,tree-preservation-order,599237e24ea953f431090df305657e05d78d64e6e33adc00d907706676c46f4d,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/tpo_points_DL/wfs?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Atpo_points_DL&OutputFormat=GML2,200,,3081bb2dec818694e2a6eaccd39ad37abc7dca39131dd8b085d413931ee21109,2025-01-30,2024-08-12,,2024-08-13,
local-authority:GLO,RIPA-BOPS,Gloucester City Council,tree-preservation-zone,OSGB,warning,external,165.0,tree-preservation-order,a7ef5696e5bf4f93041aad697819d972f9cce2687890a7af19090c49c3ba4570,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/tpo_polys_DL/wfs?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Atpo_polys_DL&OutputFormat=GML2,200,,cdcfd26cf3b7070d2165aa6afde9cce47ffe0188bc41547e239939585b695e3a,2025-01-30,2024-08-12,,2024-08-13,
local-authority:MDW,RIPA-BOPS,Medway Council,article-4-direction-area,OSGB,warning,external,40.0,article-4-direction,d779ad1c91c5a46e2d4ace4d5446d7d7f81df1ed058f882121070574697a5412,http://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_ARTICLE_4,200,,fa5900bc97020695e3bc650196a2aeb02f0d42681f5153019523ddbaa25903d7,2025-01-30,2022-06-30,,2023-11-09,
local-authority:MDW,RIPA-BOPS,Medway Council,article-4-direction-area,combined-value,info,internal,40.0,article-4-direction,d779ad1c91c5a46e2d4ace4d5446d7d7f81df1ed058f882121070574697a5412,http://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_ARTICLE_4,200,,fa5900bc97020695e3bc650196a2aeb02f0d42681f5153019523ddbaa25903d7,2025-01-30,2022-06-30,,2023-11-09,
local-authority:MDW,RIPA-BOPS,Medway Council,conservation-area,OSGB,warning,external,24.0,conservation-area,8bb6411b1390f7cc8e4e4a4005eaf9da9f0952d88018e223c2d3a43df52aa877,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_CONSERVATION_AREAS,200,,1f4b77e5993d5cf3c404224972ad9659907540b8834b6bb8d5716ec42c991903,2025-01-30,2023-10-18,,2024-06-20,
local-authority:MDW,RIPA-BOPS,Medway Council,conservation-area,invalid geometry - fixed,warning,external,1.0,conservation-area,8bb6411b1390f7cc8e4e4a4005eaf9da9f0952d88018e223c2d3a43df52aa877,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_CONSERVATION_AREAS,200,,1f4b77e5993d5cf3c404224972ad9659907540b8834b6bb8d5716ec42c991903,2025-01-30,2023-10-18,,2024-06-20,
local-authority:MDW,RIPA-BOPS,Medway Council,listed-building-outline,OSGB,warning,external,653.0,listed-building,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_LISTED_BUILDINGS,200,,c55c1e6ad8bd18409b560be78ef0015359688dc486e2e2d30a34d729d8287377,2025-01-30,2022-07-25,,2023-02-03,
local-authority:MDW,RIPA-BOPS,Medway Council,listed-building-outline,invalid geometry - fixed,warning,external,6.0,listed-building,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_LISTED_BUILDINGS,200,,c55c1e6ad8bd18409b560be78ef0015359688dc486e2e2d30a34d729d8287377,2025-01-30,2022-07-25,,2023-02-03,
local-authority:MDW,RIPA-BOPS,Medway Council,listed-building-outline,missing value,error,external,3.0,listed-building,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_LISTED_BUILDINGS,200,,c55c1e6ad8bd18409b560be78ef0015359688dc486e2e2d30a34d729d8287377,2025-01-30,2022-07-25,,2023-02-03,
local-authority:MDW,RIPA-BOPS,Medway Council,listed-building-outline,unknown entity - missing reference,error,external,3.0,listed-building,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_LISTED_BUILDINGS,200,,c55c1e6ad8bd18409b560be78ef0015359688dc486e2e2d30a34d729d8287377,2025-01-30,2022-07-25,,2023-02-03,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-order,invalid date,error,external,54.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-01-30,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-order,reference values are not unique,error,external,2.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-01-30,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-order,unknown entity,notice,internal,1.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-01-30,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,OSGB,warning,external,540.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-01-30,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,invalid date,error,external,54.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-01-30,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,invalid geometry - fixed,warning,external,197.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-01-30,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,missing value,error,external,1.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-01-30,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,reference values are not unique,error,external,2.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-01-30,2022-07-01,,2025-01-18,
local-authority:NET,RIPA-BOPS,Newcastle City Council,article-4-direction,reference values are not unique,error,external,7.0,article-4-direction,345c6d1562d81d5e440acb797fb354f16188f03859286b0fbae7c339bf5cb87b,https://datamillnorth.org/download/vqxyn/78a9d52c-87ae-4e41-a891-dbfa7002870b/article4directionareas.csv,200,,fe19432ae7c65205a25c4278609b5c58fe5b25a94ce1fc073e8ff573b369ef70,2025-01-30,2024-06-18,,2024-06-19,
local-authority:NET,RIPA-BOPS,Newcastle City Council,article-4-direction,,,,,article-4-direction,d788f7a3f32b918aca77f75952243261fae0f6eddc6d32636a8955198d0293fd,https://datamillnorth.org/download/newcastle-article-4-directions/5e84e19f-028c-4902-8a23-bd0dd3f388eb/article4directions.csv,200,,503a16a28df2664016dc02b61a4a38da65e0d97913a0b18aa22733fc5248afd7,2024-06-19,2023-02-28,2024-06-19,2023-02-28,2024-06-19
