organisation,cohort,name,collection,pipeline,endpoint,endpoint_url,licence,status,days_since_200,exception,resource,latest_log_entry_date,endpoint_entry_date,endpoint_end_date,resource_start_date,resource_end_date,cohort_start_date
local-authority:EPS,ODP-Track1,Epsom and Ewell Borough Council,conservation-area,conservation-area,9247d952f3d1a3ad3ca513bb5c0169ffb7bd9b54c285fbc24eedf738fe17a9d5,https://maps.epsom-ewell.gov.uk/getOWS.ashx?MapSource=EEBC/planx&service=WFS&version=1.1.0&request=GetFeature&Typename=conservationareas,,200,0.0,,d16004ccd1b70612391b88cc5b7ffb423233540efa64296cf073fbd4b2be3af1,2025-03-12,2023-12-04,,2023-12-05,,2023-03-01
local-authority:EPS,ODP-Track1,Epsom and Ewell Borough Council,listed-building,listed-building-outline,b64e3b0edc13c75c0a21a459c13c7c9c6eb89e0785885ca7a32a553d81c0c824,https://maps.epsom-ewell.gov.uk/getows.ashx?mapsource=eebc/planx&service=wfs&version=1.1.0&request=getfeature&typename=listedbuildings,,200,0.0,,ef5de7675b1fbbf7b675ec4e9a74449eb58b9259f7a20536087d6124aec5db5e,2025-03-12,2023-12-18,,2023-12-20,,2023-03-01
local-authority:EPS,ODP-Track1,Epsom and Ewell Borough Council,tree-preservation-order,tree-preservation-order,5716764429bc1ad7ec090a8ed0f2a1d55f23a8223b2a716d8365e0713a488801,https://maps.epsom-ewell.gov.uk/GetData.aspx?type=data&ds=planxtpocsv&requesttype=json,ogl3,200,0.0,,a80d8aa6a95acd5d84eef3f8d66f1ff81fc2674baa0daa37f7bfc5a2c41e969d,2025-03-12,2024-07-05,,2024-07-06,,2023-03-01
local-authority:EPS,ODP-Track1,Epsom and Ewell Borough Council,tree-preservation-zone,tree-preservation-zone,e759e9dc3c4d471843da916f063ea08283230fb15d49c0724e8bd5c73833d983,https://maps.epsom-ewell.gov.uk/getOWS.ashx?MapSource=EEBC/planx&service=WFS&version=1.1.0&request=GetFeature&Typename=tpo_zones,,200,0.0,,88559d73744c464133e038d9ef65a7eb4e936cbb41b22cc775de2a8536edce7e,2025-03-12,2024-03-01,,2024-11-06,,2023-03-01
local-authority:EPS,ODP-Track1,Epsom and Ewell Borough Council,tree-preservation-zone,tree,7bf054cee55381acc0791faad8598585cfde03ecc22421e4e9f953651de6cea3,https://maps.epsom-ewell.gov.uk/getOWS.ashx?MapSource=EEBC/planx&service=WFS&version=1.1.0&request=GetFeature&Typename=tpo_trees,,200,0.0,,6169c19ccb12bde442d3a8590328c0a4d6c4813e646d6088230ec3572d03df1c,2025-03-12,2024-03-01,,2024-11-06,,2023-03-01
local-authority:BNE,ODP-Track1,London Borough of Barnet,article-4-direction,article-4-direction,4d69e04b32ecfa83f9c17f1fed6f13a94dc8c839607dd89c6c2fc8bfc2ab5e12,https://open.barnet.gov.uk/download/2ylny/z7y/article4-direction.csv,,200,0.0,,a720eb10145e19a66897e42324d219e7260d1244ac5defb086b2b5dc7e7537a6,2025-03-12,2023-12-18,,2024-07-17,,2023-03-01
local-authority:BNE,ODP-Track1,London Borough of Barnet,article-4-direction,article-4-direction-area,d4c09389082ca55e33cf532eb045ea7eb9dc447a24547fca734506f7e5f05413,https://open.barnet.gov.uk/download/e5l77/dhv/article4-direction-areas.csv,,200,0.0,,2702f238b05ec028cbd33738b718a81ba9fc70680f1e6f313a000980989a96ec,2025-03-12,2023-12-18,,2024-07-17,,2023-03-01
local-authority:BNE,ODP-Track1,London Borough of Barnet,conservation-area,conservation-area,1cafec4102c43a9e95f54bd36453240251c7741d7d15de7f742ceafac750f8e2,https://open.barnet.gov.uk/download/20yo8/c6n/conservation_area.gpkg,,200,0.0,,283a31b074f197dcd1c5cfac8948da5c27a666100fa56e043302e2d12105548c,2025-03-12,2023-11-06,,2024-06-06,,2023-03-01
local-authority:BNE,ODP-Track1,London Borough of Barnet,conservation-area,conservation-area-document,57583a1dd8588c77dec47c7cc3c2114146e6ec01158b4dd4be63139c8995049d,https://open.barnet.gov.uk/download/2nx73/qyl,ogl3,200,0.0,,88f9390134eac07055131ac6ced64c3d6072218dccb969df88272223f6bc1064,2025-03-12,2024-10-29,,2025-02-11,,2023-03-01
local-authority:BNE,ODP-Track1,London Borough of Barnet,listed-building,listed-building-outline,6cec4fa5b9e9340c4f594bbdbac5cd7ffaf94498583d1ce5f4ffb1f9e2849427,https://open.barnet.gov.uk/download/2w6jz/ztc/statutory-listed-buildings.csv,,200,0.0,,2a3ae3bf52ffcd65e1527ccb45ac28dadbbc3a9d186adb35eb77444a22debf0b,2025-03-12,2023-12-18,,2025-03-04,,2023-03-01
local-authority:BNE,ODP-Track1,London Borough of Barnet,tree-preservation-order,tree-preservation-order,57af3de9713f3fa5d70cedb44a444ae955b80d658774fdffcf5ee6eae40d9c6f,https://open.barnet.gov.uk/download/e5nge/ktw/tree-preservation-order.csv,,200,0.0,,38c8860376cce148325f17048d48fa60b3efce9da612fe7f62b0b3b5ef8b5cb8,2025-03-12,2023-11-07,,2025-03-04,,2023-03-01
local-authority:BNE,ODP-Track1,London Borough of Barnet,tree-preservation-order,tree-preservation-zone,422e2a9f2fb1d809d8849e05556aa7c232060673c1cc51d84bcf9bb586d5de52,https://open.barnet.gov.uk/download/e5nge/837/tree-preservation-zone.gpkg,,200,0.0,,73b54852ed33902db778c148589010cdb845d9f545bc8e8584beb5f0266d801c,2025-03-12,2023-11-07,,2025-03-04,,2023-03-01
local-authority:BNE,ODP-Track1,London Borough of Barnet,tree-preservation-order,tree,422e2a9f2fb1d809d8849e05556aa7c232060673c1cc51d84bcf9bb586d5de52,https://open.barnet.gov.uk/download/e5nge/837/tree-preservation-zone.gpkg,,200,0.0,,73b54852ed33902db778c148589010cdb845d9f545bc8e8584beb5f0266d801c,2025-03-12,2023-11-07,,2025-03-04,,2023-03-01
local-authority:GAT,ODP-Track2,Gateshead Metropolitan Borough Council,article-4-direction,article-4-direction,f8ab306cad8213eb969cffb8afe68440e104817c874a479f261b90b8cdf8e2b1,https://www.gateshead.gov.uk/media/44378/Article-4-Directions-Jan-2025/excel/Article__4_Directions.csv?m=1738067089907,ogl3,200,0.0,,8fe700710ea9101a97526018c8469b25407a2caa0b7133f421a1fd4a409294d5,2025-03-12,2025-02-10,,2025-02-11,,2023-03-01
local-authority:GAT,ODP-Track2,Gateshead Metropolitan Borough Council,article-4-direction,article-4-direction-area,a02feb3527e71370736ccab89b16c78babde811a47a00a1b90f8d62dfba3ba4e,https://services7.arcgis.com/gTvs0fY5s2kJG3gO/arcgis/rest/services/SPE_Article_4_Directions/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,5098a72cd402001eb3b1c05f115763f099aabac52baac373325e7515cb12b65f,2025-03-12,2024-06-20,,2024-06-28,,2023-03-01
local-authority:GAT,ODP-Track2,Gateshead Metropolitan Borough Council,conservation-area,conservation-area,1a234afb482cc475a38ea9e8a2752556d3a7c379d803ef6b7ecb57b8e6f459f4,https://services7.arcgis.com/gTvs0fY5s2kJG3gO/arcgis/rest/services/Map/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,,200,0.0,,0d756be74ac4a3267e597968bf9a5722e06bf193abf010a25498ab69bbcf2ecb,2025-03-12,2023-11-20,,2024-06-29,,2023-03-01
local-authority:GAT,ODP-Track2,Gateshead Metropolitan Borough Council,listed-building,listed-building-outline,af28edf7a93957680be4563991a8d6dd67c841ecf70b6861dc31437fc343fb4a,https://services7.arcgis.com/gTvs0fY5s2kJG3gO/ArcGIS/rest/services/Listed_Buildings/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,3ec22577b1c0e47e255619449eee54c6215308785617c8701e91ada4fbb64009,2025-03-12,2024-10-28,,2024-10-28,,2023-03-01
local-authority:GAT,ODP-Track2,Gateshead Metropolitan Borough Council,tree-preservation-order,tree-preservation-zone,588e4f0dfb29a0181a302b8c9785abb24d881ae8cab1226914bb5896813c5ac4,https://services7.arcgis.com/gTvs0fY5s2kJG3gO/ArcGIS/rest/services/Layers/FeatureServer/1/query?outFields=*&where=1%3D1&f=geojson,,200,0.0,,fb1a1175c1809a9b544ec3b95714129405eef70f1276ad31dc66cd3e11825d83,2025-03-12,2024-02-06,,2024-12-17,,2023-03-01
local-authority:GAT,ODP-Track2,Gateshead Metropolitan Borough Council,tree-preservation-order,tree,124dc88d5839fa63b5802abe2847e3bf959b3052a3dcd126f362f78e5342df33,https://services7.arcgis.com/gTvs0fY5s2kJG3gO/ArcGIS/rest/services/Layers/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,,200,0.0,,a6ca5dd87cebf6e6f677221846b3c3d2098b2ae7ad34cc568bb2c5e9bdb64f3f,2025-03-12,2024-02-06,,2024-12-17,,2023-03-01
local-authority:GRY,ODP-Track2,Great Yarmouth Borough Council,article-4-direction,article-4-direction-area,24bc10a266141363496a758b610670d8fbc48495d8cd2e84a362485f0b93e861,https://services7.arcgis.com/NXULfNGIlsKmpCJD/arcgis/rest/services/Article_4_Direction_Area/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,,200,0.0,,0a7e49b067de4ed3cb7a90d6a7e6d83ef984a48fc93a453bed868b9555e3d326,2025-03-12,2023-10-09,,2024-06-28,,2023-03-01
local-authority:GRY,ODP-Track2,Great Yarmouth Borough Council,conservation-area,conservation-area,b7a883112c2d06e9d0e486ddc2aa1a1c345284fcc4f56feaf72bcfcf5e27fa24,https://services7.arcgis.com/NXULfNGIlsKmpCJD/arcgis/rest/services/Conservation_Areas/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,,200,0.0,,b285deca1760e6741c12b3b18e27fc0570f8430f82269add4d428d541aa4792e,2025-03-12,2023-10-06,,2024-07-26,,2023-03-01
local-authority:GRY,ODP-Track2,Great Yarmouth Borough Council,listed-building,listed-building-outline,d75c63b3c20b6662013b953058f7af0fa88c51d7bb4b32e6d96d2863bd8505d0,https://services7.arcgis.com/NXULfNGIlsKmpCJD/arcgis/rest/services/Listed_Buildings_(QGIS_4_Export)/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,,200,0.0,,56231ee275407227813ad49777b5d484e7be27c3b3629a8d471c60297976b92f,2025-03-12,2023-10-09,,2024-06-28,,2023-03-01
local-authority:GRY,ODP-Track2,Great Yarmouth Borough Council,tree-preservation-order,tree-preservation-order,41918491840440f6ff9c1cd2f4510c255148f1d9a9e0c2ae1ea89c10dff40f55,https://services7.arcgis.com/NXULfNGIlsKmpCJD/arcgis/rest/services/Tree_Preservation_Order/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,,200,0.0,,ed92fbe9f902bf4dbf958d1e358e322ac60535c5be1089b2117e6d4672527ca6,2025-03-12,2023-10-09,,2023-10-20,,2023-03-01
local-authority:GRY,ODP-Track2,Great Yarmouth Borough Council,tree-preservation-order,tree-preservation-zone,9240f1ca39efc8880a909f92bd0613c9dbd6cf1990217a95af35a57e176ab2e4,https://services7.arcgis.com/NXULfNGIlsKmpCJD/ArcGIS/rest/services/Tree_Preservation_Zone/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,,200,0.0,,63aa8df1bba517ec83a027b5c4385f7ee43def5524455c9018fbcd6792bf3ae7,2025-03-12,2024-01-02,,2024-12-24,,2023-03-01
local-authority:KTT,ODP-Track2,Royal Borough of Kingston upon Thames,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:KTT,ODP-Track2,Royal Borough of Kingston upon Thames,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:KTT,ODP-Track2,Royal Borough of Kingston upon Thames,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:KTT,ODP-Track2,Royal Borough of Kingston upon Thames,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:KTT,ODP-Track2,Royal Borough of Kingston upon Thames,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:KTT,ODP-Track2,Royal Borough of Kingston upon Thames,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:KTT,ODP-Track2,Royal Borough of Kingston upon Thames,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:KTT,ODP-Track2,Royal Borough of Kingston upon Thames,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:SAL,ODP-Track2,St Albans City and District Council,article-4-direction,article-4-direction,d46992e6e7eaf3024937f20db16f4826a0144297637f0fdb445afadf5dd54f69,https://www.stalbans.gov.uk/sites/default/files/documents/publications/planning-building-control/Agile/Article_4_Area_Direction_Dataset.csv,,200,0.0,,88a2c76442acd993ff10b8c456f4c799727d1f054a12c562b85f91c99665dc27,2025-03-12,2024-02-06,,2024-11-14,,2023-03-01
local-authority:SAL,ODP-Track2,St Albans City and District Council,article-4-direction,article-4-direction-area,6a80eb9833cf0ed425fa6677913258b71bb3927718da62c4295c2b1c4ad4cf62,https://www.stalbans.gov.uk/sites/default/files/documents/publications/planning-building-control/Agile/Article_4_Direction_Dataset.json,,200,0.0,,684deb1f613f6e74e31858176704c33c4437996c60210975c27be5f0c82b4057,2025-03-12,2024-02-06,,2024-05-18,,2023-03-01
local-authority:SAL,ODP-Track2,St Albans City and District Council,conservation-area,conservation-area,0f702ed6bb596fcede4c59614aa1b3bb238165df6906ee403aa7146610f6c3ec,https://www.stalbans.gov.uk/sites/default/files/documents/publications/planning-building-control/Agile/Conservation_Area_Dataset.json,,200,0.0,,6700ccfc2b551e901770ee50a9003c2260a21727c964f017faab40d22d326b80,2025-03-12,2024-02-05,,2024-02-06,,2023-03-01
local-authority:SAL,ODP-Track2,St Albans City and District Council,conservation-area,conservation-area-document,f074b84d4e43c23a9f3c862a5679bac8cc3c6ef93e5bc4f8f89bb46a3caa586b,https://www.stalbans.gov.uk/sites/default/files/documents/publications/planning-building-control/Agile/Conservation_Area_Documentation_Dataset.csv,,200,0.0,,a0b8c5e082913d61dd7f16c38bd48f8fb2831ef85815e579f5acf0f8c0ccc5a3,2025-03-12,2024-02-02,,2024-11-14,,2023-03-01
local-authority:SAL,ODP-Track2,St Albans City and District Council,listed-building,listed-building-outline,4ecb586385c9fbdaec5df01e81f63ea222d2a7e79c9209d4253e7ffc6fca20f0,https://www.stalbans.gov.uk/sites/default/files/documents/publications/planning-building-control/Agile/Listed_Buildings_Dataset.json,,200,0.0,,f5f253b143cbbbf6d6189989f19ec0a92e9fa552bd726c689a5fec16dcd15509,2025-03-12,2024-02-02,,2024-11-15,,2023-03-01
local-authority:SAL,ODP-Track2,St Albans City and District Council,tree-preservation-order,tree-preservation-order,3008744aaf73204606f72c826ae9846dc6b24530796029630452dc092ad82a6b,https://www.stalbans.gov.uk/sites/default/files/documents/publications/planning-building-control/Agile/Tree_Preservation_Order_Dataset_Individual.csv,,404,142.0,,,2025-03-12,2024-02-02,,,,2023-03-01
local-authority:SAL,ODP-Track2,St Albans City and District Council,tree-preservation-order,tree-preservation-zone,aee249ffed25eb657d38dcfe41cebf6d7f2d3464f07b367d17898d71e3646591,https://www.stalbans.gov.uk/sites/default/files/documents/publications/planning-building-control/Agile/Tree_Preservation_Zone_Dataset.json,,200,0.0,,d3417bc0e9389d061f57288e1c5c5141dfec2ca9772c6b1eeab6a53272878f92,2025-03-12,2024-02-02,,2024-11-09,,2023-03-01
local-authority:SAL,ODP-Track2,St Albans City and District Council,tree-preservation-order,tree,fc49c6b6d4caad5daab9fc4af9876cc92aa722cafb3ac620c82cc45428ce7a63,https://www.stalbans.gov.uk/sites/default/files/documents/publications/planning-building-control/Agile/Tree_Dataset.json,,200,0.0,,c2824c06e8b432522e446f91c617d351a483254d1ce6a5800da300ac731b98d6,2025-03-12,2024-02-02,,2024-11-28,,2023-03-01
local-authority:TEW,ODP-Track2,Tewkesbury Borough Council,article-4-direction,article-4-direction-area,d1fd06f3e16d52290d3c1f6e6076a4a9129db3eda91bdad28b5f4655e1a80b19,https://tewkesburybc.s3.eu-west-2.amazonaws.com/geojson/article-4-direction-area.geojson,,200,0.0,,dca3f136cc59d5fe4480ea5ee8341d7eeaea8f6b4b6d43ce8c7245b3f4c5c2d1,2025-03-12,2024-01-15,,2024-02-15,,2023-03-01
local-authority:TEW,ODP-Track2,Tewkesbury Borough Council,conservation-area,conservation-area,54bf142531133bc131b927d27c30fed857d3a3aab0b80737fe26ab0aba4610de,https://tewkesburybc.s3.eu-west-2.amazonaws.com/geojson/conservation-area.geojson,,200,0.0,,c95ea4bd051f8c6c497a3b394ed3306a5d5516b635f53b46394ce8aebde324a1,2025-03-12,2024-01-17,,2024-12-03,,2023-03-01
local-authority:TEW,ODP-Track2,Tewkesbury Borough Council,listed-building,listed-building-outline,696ba4151c5b88c695da981274de4baa5a14f8a0a57f730f5bbfbbf1fba8d6a7,https://tewkesburybc.s3.eu-west-2.amazonaws.com/geojson/listed-buildings-outline.geojson,,200,0.0,,b0da8e15d671be1f0d4ae5f3f8ea1788383e372996f4c1da3eb27b076e2b3c5d,2025-03-12,2024-01-16,,2024-06-15,,2023-03-01
local-authority:TEW,ODP-Track2,Tewkesbury Borough Council,tree-preservation-order,tree-preservation-zone,7e6f645c62de982f0dc14414618cfa541ec2e0983cfe4567246bf01ec5f00273,https://tewkesburybc.s3.eu-west-2.amazonaws.com/geojson/tree-preservation-zone.geojson,,200,0.0,,e4e45d88b8d0ff9c015d60b8bf4ed94a0000a811d08416f45d279d8f03af61ab,2025-03-12,2024-01-22,,2024-02-06,,2023-03-01
local-authority:TEW,ODP-Track2,Tewkesbury Borough Council,tree-preservation-order,tree,18ade76faa742c056050a7ce72cc84abdb1736e2fba32928fa3f5e5653bdb099,https://tewkesburybc.s3.eu-west-2.amazonaws.com/geojson/tree-preservation-order-dataset.geojson,,200,0.0,,1afd63378368326224010a29d9e247fc8b55f7225a87042f1e6b70c77ea428f0,2025-03-12,2024-02-06,,2024-02-07,,2023-03-01
local-authority:WBK,ODP-Track2,West Berkshire Council,article-4-direction,article-4-direction-area,83984124f1346554c4f805f337c1bdee789c375651058eac7ba0a33f83b35167,https://gis.westberks.gov.uk/server/rest/services/Layers/LPA_ARTICLE4_DIRECTIONS/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,,200,0.0,,531e6e233574f5d895d99bd344ce7e70e909234b7a18fe2609c85e91e8cceb1b,2025-03-12,2024-01-22,,2025-03-12,,2023-03-01
local-authority:WBK,ODP-Track2,West Berkshire Council,conservation-area,conservation-area,64b205f56014fc81435e61bb55745dbfac6fe7c87dcd13cb391262eb73a8c13b,https://gis.westberks.gov.uk/server/rest/services/Layers/LPA_CONSERVATION_AREAS/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,,200,0.0,,a464b16caab91cc322f638a34f273793765fd61cbb201cf91a951a8dde8c78af,2025-03-12,2024-01-22,,2025-03-12,,2023-03-01
local-authority:WBK,ODP-Track2,West Berkshire Council,listed-building,listed-building-outline,26018648805716d05532f00c2f8fe0d25d73a3dedf92c58e798cf851e8782466,https://gis.westberks.gov.uk/server/rest/services/Layers/LPA_LISTED_BUILDINGS/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,,200,0.0,,1cd76c0e09da82d2b588d5350e869208be55186cc7638ad307a69c679b836878,2025-03-12,2024-02-06,,2025-03-12,,2023-03-01
local-authority:WBK,ODP-Track2,West Berkshire Council,tree-preservation-order,tree-preservation-zone,c3b09959756401a0a1e9a3b75e34fe60dcf48c91b3b1b7802beb4d8ba8957445,https://gis.westberks.gov.uk/server/rest/services/Layers/LPA_TREE_PRESERVATION_ZONES/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,,200,0.0,,efeeade42b9bc542b133390faad6ead016fb65637d47ea9284fa82dcb081e2c0,2025-03-12,2024-01-24,,2025-03-12,,2023-03-01
local-authority:WBK,ODP-Track2,West Berkshire Council,tree-preservation-order,tree,bc931f92317d0ed738079632e507f3b58976fe0826c733c1e3a3a7f72fa65624,https://gis.westberks.gov.uk/server/rest/services/Layers/LPA_TREE_PRESERVATION_ORDERS/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,,200,0.0,,baecc50be258ffed9cf8ca9b6556ef7117331d42887a0f0489041e28595b5303,2025-03-12,2024-01-23,,2025-03-12,,2023-03-01
local-authority:DST,ODP-Track3,Dorset Council,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:DST,ODP-Track3,Dorset Council,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:DST,ODP-Track3,Dorset Council,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:DST,ODP-Track3,Dorset Council,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:DST,ODP-Track3,Dorset Council,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:DST,ODP-Track3,Dorset Council,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:DST,ODP-Track3,Dorset Council,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:DST,ODP-Track3,Dorset Council,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:DOV,ODP-Track3,Dover District Council,article-4-direction,article-4-direction,03b17776d0e7707bdb98768bdcac82cf7d01595a3536032c1c91abf96f2db9f0,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/Article_4_Output_view/FeatureServer/1//query?where=1%3D1&f=json&outfields=*,,200,0.0,,be173c4dc005cb9db8c7d68f0361908523cdd1075d516335a508db2728bb56ac,2025-03-12,2023-12-21,,2024-03-21,,2023-03-01
local-authority:DOV,ODP-Track3,Dover District Council,article-4-direction,article-4-direction-area,701a969f68db2fb8bae189534a1f32bb1cc5e357a3f67aa2a7deaae600fd4537,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/Article_4_Output_view/FeatureServer/0//query?where=1%3D1&f=geojson&outfields=*,,200,0.0,,b6082177f2b53998f9de606473313f22108486873773cf4a7933a15463576576,2025-03-12,2023-12-21,,2024-06-28,,2023-03-01
local-authority:DOV,ODP-Track3,Dover District Council,conservation-area,conservation-area,fbe35483bb292b89c811a2db835df9dd5212ee1093daebd1f6b811d620643c1b,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/Conservation_Areas_National_Planning_Map_view/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,,200,0.0,,6f7313348156fb6f5497c7da44ac0d6886260645be276dbf6fc3db3c9622bdad,2025-03-12,2023-10-10,,2024-06-28,,2023-03-01
local-authority:DOV,ODP-Track3,Dover District Council,listed-building,listed-building-outline,5bc1ac9884d11a0e747e1ba0356b6928e026966dc5b36d8b79c3641ddb9950d6,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/Listed_Buildings_National_Planning_Map_view/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,,200,0.0,,18fde3917562add77ac69debcaa5cca4637a51d89e6e7a8b8c810aa88b28fcdd,2025-03-12,2023-10-13,,2024-06-28,,2023-03-01
local-authority:DOV,ODP-Track3,Dover District Council,tree-preservation-order,tree-preservation-order,ff199b1dc647436cb33b44f767c27b282ac993f2c0b8b8e9e5158774d1d5824a,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/TPO_National_Planning_Map_view/FeatureServer/2/,,200,0.0,,d73e0e40dc03a8677414002059eef97446863a94a636b3e4d90a830917b28365,2025-03-12,2023-12-22,,2024-02-07,,2023-03-01
local-authority:DOV,ODP-Track3,Dover District Council,tree-preservation-order,tree-preservation-zone,c02b990ae3d48107c12c7482ab3a9b8662a2ca8b081756c63cabdd8a01e065e7,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/TPO_National_Planning_Map_view/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,,200,0.0,,ee81bcc498e2615bdb9172d2b9ebb439ae80360c74a0be620d3f35b7568bd3a5,2025-03-12,2023-10-11,,2024-06-28,,2023-03-01
local-authority:DOV,ODP-Track3,Dover District Council,tree-preservation-order,tree,0cfd31d51f6c7f8970b87a59b295083e383661d48ec12ea3ff5f652498b9b867,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/TPO_National_Planning_Map_view/FeatureServer/1/query?where=1%3D1&f=geojson&outFields=*,,200,0.0,,54c0de04b468c95ed61cfbf36777506b7aa4f6b5b50ae1c8b7dd53c92461a128,2025-03-12,2023-10-26,,2024-06-28,,2023-03-01
local-authority:LIV,ODP-Track3,Liverpool City Council,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:LIV,ODP-Track3,Liverpool City Council,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:LIV,ODP-Track3,Liverpool City Council,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:LIV,ODP-Track3,Liverpool City Council,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:LIV,ODP-Track3,Liverpool City Council,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:LIV,ODP-Track3,Liverpool City Council,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:LIV,ODP-Track3,Liverpool City Council,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:LIV,ODP-Track3,Liverpool City Council,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:RDB,ODP-Track3,London Borough of Redbridge,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:RDB,ODP-Track3,London Borough of Redbridge,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:RDB,ODP-Track3,London Borough of Redbridge,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:RDB,ODP-Track3,London Borough of Redbridge,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:RDB,ODP-Track3,London Borough of Redbridge,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:RDB,ODP-Track3,London Borough of Redbridge,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:RDB,ODP-Track3,London Borough of Redbridge,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:RDB,ODP-Track3,London Borough of Redbridge,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:WFT,ODP-Track3,London Borough of Waltham Forest,article-4-direction,article-4-direction-area,95f83343461284d9520c7c2a426253cbac94694e9222d938d10cf10f0b0b082f,https://www.walthamforest.gov.uk/sites/default/files/2025-03/Waltham_Forest_Article_4_Directions_4.gpkg,ogl3,200,0.0,,5955c2332cd976d12df53e81a4f159bee71a05e4b51ce7a8143bfedd0890114e,2025-03-12,2025-03-04,,2025-02-25,,2023-03-01
local-authority:NLN,ODP-Track3,North Lincolnshire Council,article-4-direction,article-4-direction,1affbd7b3234b3c11be84f769ad57b39712d5945c637269daa5742e1bb196976,https://map.northlincs.gov.uk/GetOWS.ashx?VERSION=1.0.0&SERVICE=WFS&REQUEST=GetFeature&TYPENAME=article_4_details&MAPSOURCE=nlincs_mapsources%2Fnlc_wfs&OUTPUTFORMAT=csv,ogl3,,1.0,ConnectionError,,2025-03-12,2024-04-08,,,,2023-03-01
