organisation,cohort,organisation_name,pipeline,issue_type,severity,responsibility,count_issues,collection,endpoint,endpoint_url,latest_status,latest_exception,resource,latest_log_entry_date,endpoint_entry_date,endpoint_end_date,resource_start_date,resource_end_date
local-authority:GLO,RIPA-BOPS,Gloucester City Council,listed-building-outline,no associated documents found for this area,error,external,486.0,listed-building,f569cf738abb48f8d9d2bda008b5e27716877dd84a22fa9edc463c288251fad8,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/listed_buildings_DL/wfs?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Alisted_buildings_DL&OutputFormat=GML2,200,,47b2c02399036050fe507e4b90ee532f25293b19f7cec9fb308336e625f7109b,2025-03-19,2024-08-13,,2024-09-21,
local-authority:GLO,RIPA-BOPS,Gloucester City Council,tree,OSGB,warning,external,1358.0,tree-preservation-order,599237e24ea953f431090df305657e05d78d64e6e33adc00d907706676c46f4d,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/tpo_points_DL/wfs?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Atpo_points_DL&OutputFormat=GML2,200,,3081bb2dec818694e2a6eaccd39ad37abc7dca39131dd8b085d413931ee21109,2025-03-19,2024-08-12,,2024-08-13,
local-authority:GLO,RIPA-BOPS,Gloucester City Council,tree,no associated documents found for this area,error,external,1068.0,tree-preservation-order,599237e24ea953f431090df305657e05d78d64e6e33adc00d907706676c46f4d,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/tpo_points_DL/wfs?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Atpo_points_DL&OutputFormat=GML2,200,,3081bb2dec818694e2a6eaccd39ad37abc7dca39131dd8b085d413931ee21109,2025-03-19,2024-08-12,,2024-08-13,
local-authority:GLO,RIPA-BOPS,Gloucester City Council,tree-preservation-zone,OSGB,warning,external,165.0,tree-preservation-order,a7ef5696e5bf4f93041aad697819d972f9cce2687890a7af19090c49c3ba4570,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/tpo_polys_DL/wfs?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Atpo_polys_DL&OutputFormat=GML2,200,,cdcfd26cf3b7070d2165aa6afde9cce47ffe0188bc41547e239939585b695e3a,2025-03-19,2024-08-12,,2024-08-13,
local-authority:GLO,RIPA-BOPS,Gloucester City Council,tree-preservation-zone,no associated documents found for this area,error,external,116.0,tree-preservation-order,a7ef5696e5bf4f93041aad697819d972f9cce2687890a7af19090c49c3ba4570,https://gcty.dynamicmaps.co.uk:8443/geoserver/Digital_Land/tpo_polys_DL/wfs?service=wfs&request=GetFeature&TypeNames=Digital_Land%3Atpo_polys_DL&OutputFormat=GML2,200,,cdcfd26cf3b7070d2165aa6afde9cce47ffe0188bc41547e239939585b695e3a,2025-03-19,2024-08-12,,2024-08-13,
local-authority:MDW,RIPA-BOPS,Medway Council,article-4-direction-area,OSGB,warning,external,40.0,article-4-direction,d779ad1c91c5a46e2d4ace4d5446d7d7f81df1ed058f882121070574697a5412,http://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_ARTICLE_4,200,,fa5900bc97020695e3bc650196a2aeb02f0d42681f5153019523ddbaa25903d7,2025-03-19,2022-06-30,,2023-11-09,
local-authority:MDW,RIPA-BOPS,Medway Council,article-4-direction-area,combined-value,info,internal,40.0,article-4-direction,d779ad1c91c5a46e2d4ace4d5446d7d7f81df1ed058f882121070574697a5412,http://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_ARTICLE_4,200,,fa5900bc97020695e3bc650196a2aeb02f0d42681f5153019523ddbaa25903d7,2025-03-19,2022-06-30,,2023-11-09,
local-authority:MDW,RIPA-BOPS,Medway Council,conservation-area,OSGB,warning,external,24.0,conservation-area,8bb6411b1390f7cc8e4e4a4005eaf9da9f0952d88018e223c2d3a43df52aa877,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_CONSERVATION_AREAS,200,,1f4b77e5993d5cf3c404224972ad9659907540b8834b6bb8d5716ec42c991903,2025-03-19,2023-10-18,,2024-06-20,
local-authority:MDW,RIPA-BOPS,Medway Council,conservation-area,invalid geometry - fixed,warning,external,1.0,conservation-area,8bb6411b1390f7cc8e4e4a4005eaf9da9f0952d88018e223c2d3a43df52aa877,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_CONSERVATION_AREAS,200,,1f4b77e5993d5cf3c404224972ad9659907540b8834b6bb8d5716ec42c991903,2025-03-19,2023-10-18,,2024-06-20,
local-authority:MDW,RIPA-BOPS,Medway Council,listed-building-outline,OSGB,warning,external,653.0,listed-building,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_LISTED_BUILDINGS,200,,c55c1e6ad8bd18409b560be78ef0015359688dc486e2e2d30a34d729d8287377,2025-03-19,2022-07-25,,2023-02-03,
local-authority:MDW,RIPA-BOPS,Medway Council,listed-building-outline,invalid geometry - fixed,warning,external,6.0,listed-building,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_LISTED_BUILDINGS,200,,c55c1e6ad8bd18409b560be78ef0015359688dc486e2e2d30a34d729d8287377,2025-03-19,2022-07-25,,2023-02-03,
local-authority:MDW,RIPA-BOPS,Medway Council,listed-building-outline,missing value,error,external,3.0,listed-building,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_LISTED_BUILDINGS,200,,c55c1e6ad8bd18409b560be78ef0015359688dc486e2e2d30a34d729d8287377,2025-03-19,2022-07-25,,2023-02-03,
local-authority:MDW,RIPA-BOPS,Medway Council,listed-building-outline,unknown entity - missing reference,error,external,3.0,listed-building,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=DVL_LISTED_BUILDINGS,200,,c55c1e6ad8bd18409b560be78ef0015359688dc486e2e2d30a34d729d8287377,2025-03-19,2022-07-25,,2023-02-03,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-order,invalid date,error,external,54.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-order,invalid date,error,external,54.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-order,reference values are not unique,error,external,2.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-order,reference values are not unique,error,external,2.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,OSGB,warning,external,540.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,OSGB,warning,external,540.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,invalid date,error,external,54.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,invalid date,error,external,54.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,invalid geometry - fixed,warning,external,197.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,invalid geometry - fixed,warning,external,197.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,missing value,error,external,1.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,missing value,error,external,1.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,reference values are not unique,error,external,2.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:MDW,RIPA-BOPS,Medway Council,tree-preservation-zone,reference values are not unique,error,external,2.0,tree-preservation-order,3aeef0b2fb0bb0c85a25bd4491b3c56f70924d6a8ae9d9e22764885965a2b4c7,https://medwaymaps.medway.gov.uk/WFS/wfs.exe?service=WFS&version=2.0.0&request=GetFeature&TypeNames=ENV_TREE_PRESERVATION_ORDERS,200,,43e1034397c8af8ef6c11eaec0a92c836087852588a10b29a9198bc212778219,2025-03-19,2022-07-01,,2025-01-18,
local-authority:NET,RIPA-BOPS,Newcastle City Council,article-4-direction,reference values are not unique,error,external,7.0,article-4-direction,345c6d1562d81d5e440acb797fb354f16188f03859286b0fbae7c339bf5cb87b,https://datamillnorth.org/download/vqxyn/78a9d52c-87ae-4e41-a891-dbfa7002870b/article4directionareas.csv,200,,fe19432ae7c65205a25c4278609b5c58fe5b25a94ce1fc073e8ff573b369ef70,2025-03-19,2024-06-18,,2024-06-19,
local-authority:NET,RIPA-BOPS,Newcastle City Council,article-4-direction,reference values are not unique,error,external,7.0,article-4-direction,345c6d1562d81d5e440acb797fb354f16188f03859286b0fbae7c339bf5cb87b,https://datamillnorth.org/download/vqxyn/78a9d52c-87ae-4e41-a891-dbfa7002870b/article4directionareas.csv,200,,fe19432ae7c65205a25c4278609b5c58fe5b25a94ce1fc073e8ff573b369ef70,2025-03-19,2024-06-18,,2024-06-19,
local-authority:NET,RIPA-BOPS,Newcastle City Council,article-4-direction,,,,,article-4-direction,,https://datamillnorth.org/download/newcastle-article-4-directions/5e84e19f-028c-4902-8a23-bd0dd3f388eb/article4directions.csv,,,503a16a28df2664016dc02b61a4a38da65e0d97913a0b18aa22733fc5248afd7,2024-06-19,,,2023-02-28,2024-06-19
local-authority:NET,RIPA-BOPS,Newcastle City Council,article-4-direction-area,,,,,article-4-direction,,https://datamillnorth.org/download/newcastle-article-4-directions/4c650010-8d88-4bba-9f4a-85587742a64d/article4directionareas.csv,,,07e829ee232d63954874da98e4549befcb8b9a3ea51988799844e9b4a1731def,2024-06-19,,,2023-02-27,2024-06-19
local-authority:NET,RIPA-BOPS,Newcastle City Council,article-4-direction-area,invalid geometry - fixed,warning,external,1.0,article-4-direction,345c6d1562d81d5e440acb797fb354f16188f03859286b0fbae7c339bf5cb87b,https://datamillnorth.org/download/vqxyn/78a9d52c-87ae-4e41-a891-dbfa7002870b/article4directionareas.csv,200,,fe19432ae7c65205a25c4278609b5c58fe5b25a94ce1fc073e8ff573b369ef70,2025-03-19,2024-06-18,,2024-06-19,
local-authority:NET,RIPA-BOPS,Newcastle City Council,article-4-direction-area,invalid geometry - fixed,warning,external,1.0,article-4-direction,345c6d1562d81d5e440acb797fb354f16188f03859286b0fbae7c339bf5cb87b,https://datamillnorth.org/download/vqxyn/78a9d52c-87ae-4e41-a891-dbfa7002870b/article4directionareas.csv,200,,fe19432ae7c65205a25c4278609b5c58fe5b25a94ce1fc073e8ff573b369ef70,2025-03-19,2024-06-18,,2024-06-19,
local-authority:NET,RIPA-BOPS,Newcastle City Council,conservation-area,,,,,conservation-area,0e8ed333f367c5f2fde2d103d0e2b9404dfb130796fa7e921d994af83f758606,https://datamillnorth.org/download/2rlwm/5785bd0c-b3d2-4724-b7f4-8b6f3ff231c9/conservation_areas.csv,200,,8c2ee6ccefe0179571307641c0db89a43e8b4d8917b22abc797b752e61fdb279,2025-03-19,2023-10-10,,2024-05-08,
local-authority:NET,RIPA-BOPS,Newcastle City Council,conservation-area,,,,,conservation-area,ed6b7303a2256e7764c5cbf4e7496b460935e5458f3481be5d677da0666c1064,https://datamillnorth.org/download/conservation-areas/5785bd0c-b3d2-4724-b7f4-8b6f3ff231c9/conservation_areas.csv,200,,8c2ee6ccefe0179571307641c0db89a43e8b4d8917b22abc797b752e61fdb279,2025-03-19,2022-11-15,,2024-05-08,
local-authority:NET,RIPA-BOPS,Newcastle City Council,listed-building-outline,invalid geometry - fixed,warning,external,12.0,listed-building,a15cf992712968ed507792bb8e41ba7cb47732a15d35bd3c121e1fd0d85fe274,https://datamillnorth.org/download/listedbuildings/91298d09-45a6-4c6d-a909-11ec4eaab957/listedbuildings.csv,200,,b044527ffedaca2cfab1744dbb0ece72007119d655d3f732356125a243767de1,2025-03-19,2022-07-01,,2024-06-08,
local-authority:NET,RIPA-BOPS,Newcastle City Council,listed-building-outline,no associated documents found for this area,error,external,778.0,listed-building,a15cf992712968ed507792bb8e41ba7cb47732a15d35bd3c121e1fd0d85fe274,https://datamillnorth.org/download/listedbuildings/91298d09-45a6-4c6d-a909-11ec4eaab957/listedbuildings.csv,200,,b044527ffedaca2cfab1744dbb0ece72007119d655d3f732356125a243767de1,2025-03-19,2022-07-01,,2024-06-08,
local-authority:NET,RIPA-BOPS,Newcastle City Council,listed-building-outline,reference values are not unique,error,external,10.0,listed-building,a15cf992712968ed507792bb8e41ba7cb47732a15d35bd3c121e1fd0d85fe274,https://datamillnorth.org/download/listedbuildings/91298d09-45a6-4c6d-a909-11ec4eaab957/listedbuildings.csv,200,,b044527ffedaca2cfab1744dbb0ece72007119d655d3f732356125a243767de1,2025-03-19,2022-07-01,,2024-06-08,
local-authority:BIR,ODP-Track1,Birmingham City Council,article-4-direction,,,,,article-4-direction,91d97dadb79ce25bf8bef023de03c8c2d68fba9579b5119d6e130b1760700d8f,https://maps.birmingham.gov.uk/server/rest/services/planx/PlanX/FeatureServer/1/query?where=1=1&outfields=*&f=geojson,200,,9df04bc528fe326cb323adaacefd7c990def0c7d8a075a6f50ed3972b739aff9,2025-03-19,2024-09-25,,2025-03-19,
local-authority:BIR,ODP-Track1,Birmingham City Council,article-4-direction-area,,,,,article-4-direction,,https://maps.birmingham.gov.uk/server/rest/services/planx/PlanX/FeatureServer/0/query?where=1=1&outfields=*&f=geojson,,,e4d7f727c1417661709756d36b929cb37d224e511cc30817b53b6e486631ea20,2024-09-24,,,2024-09-23,2024-09-24
local-authority:BIR,ODP-Track1,Birmingham City Council,article-4-direction-area,invalid geometry - fixed,warning,external,1.0,article-4-direction,f7803fa6e54c43e59b73b1659cc0776ed21352da138ec73e4b83ef64864de03a,https://maps.birmingham.gov.uk/server/rest/services/planx/PlanX/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,200,,30ac0a87be66c11aa9cc79de8f97726cf227b467840e14242fa9a043e2e685d1,2025-03-19,2024-09-24,,2025-03-19,
local-authority:BIR,ODP-Track1,Birmingham City Council,conservation-area,invalid geometry - fixed,warning,external,1.0,conservation-area,1aa6059f066e9708c73868c00dd8e0092ba063299f62530d59deea5f6f164560,https://maps.birmingham.gov.uk/server/rest/services/planx/PlanX/FeatureServer/4/query?outFields=*&where=1%3D1&f=geojson,200,,b1bdf2059f01fdc53ab990cbb5603df510690dd9c7e86d695e2f0e348f5cdcc7,2025-03-19,2024-09-24,,2025-03-19,
local-authority:BIR,ODP-Track1,Birmingham City Council,conservation-area,,,,,conservation-area,,https://maps.birmingham.gov.uk/server/rest/services/planx/PlanX/FeatureServer/4/query?where=1=1&outfields=*&f=geojson,,,30303c886b956c21768696c5cda08dc323c2b4b98abbd4277cb0ecb055f746e6,2024-09-24,,,2024-09-23,2024-09-24
local-authority:BIR,ODP-Track1,Birmingham City Council,conservation-area-document,,,,,conservation-area,19a19114f4ce19ab8984ee84787589123f6b69f8fe8dca8a59f8599b25039c77,https://maps.birmingham.gov.uk/server/rest/services/planx/PlanX/FeatureServer/5/query?where=1=1&outfields=*&f=geojson,200,,a4fa9016d4c44a29e786af4ab7f8853b4ff1cb796070a0430246dab91fd750e0,2025-03-19,2024-09-25,,2025-03-19,
local-authority:BIR,ODP-Track1,Birmingham City Council,listed-building-outline,invalid geometry - fixed,warning,external,4.0,listed-building,dc655cc7187a5959cd573c93279f2c805d4ed680b5c2203d234fa2c703a41318,https://maps.birmingham.gov.uk/server/rest/services/planx/PlanX/FeatureServer/2/query?outFields=*&where=1%3D1&f=geojson,200,,71604f9b353765e0a1b90cb9d767848aac217726e340d5682cee1fba254121e6,2025-03-19,2024-09-24,,2025-03-19,
local-authority:BIR,ODP-Track1,Birmingham City Council,listed-building-outline,no associated documents found for this area,error,external,479.0,listed-building,dc655cc7187a5959cd573c93279f2c805d4ed680b5c2203d234fa2c703a41318,https://maps.birmingham.gov.uk/server/rest/services/planx/PlanX/FeatureServer/2/query?outFields=*&where=1%3D1&f=geojson,200,,71604f9b353765e0a1b90cb9d767848aac217726e340d5682cee1fba254121e6,2025-03-19,2024-09-24,,2025-03-19,
local-authority:BIR,ODP-Track1,Birmingham City Council,tree-preservation-zone,no associated documents found for this area,error,external,784.0,tree-preservation-order,2d3cb22e544acf2029c608a945e64943d2bec415ad2ad87aeabed9c7a58a903b,https://maps.birmingham.gov.uk/server/rest/services/planx/PlanX/FeatureServer/3/query?outFields=*&where=1%3D1&f=geojson,200,,3e18c8d28c8e380610c640454dfb0da48121aef6044f216cf9c6acd8a26803dc,2025-03-19,2024-09-24,,2025-03-19,
local-authority:BNE,ODP-Track1,London Borough of Barnet,article-4-direction,,,,,article-4-direction,4d69e04b32ecfa83f9c17f1fed6f13a94dc8c839607dd89c6c2fc8bfc2ab5e12,https://open.barnet.gov.uk/download/2ylny/z7y/article4-direction.csv,200,,a720eb10145e19a66897e42324d219e7260d1244ac5defb086b2b5dc7e7537a6,2025-03-19,2023-12-18,,2024-07-17,
local-authority:BNE,ODP-Track1,London Borough of Barnet,article-4-direction-area,,,,,article-4-direction,d4c09389082ca55e33cf532eb045ea7eb9dc447a24547fca734506f7e5f05413,https://open.barnet.gov.uk/download/e5l77/dhv/article4-direction-areas.csv,200,,2702f238b05ec028cbd33738b718a81ba9fc70680f1e6f313a000980989a96ec,2025-03-19,2023-12-18,,2024-07-17,
local-authority:BNE,ODP-Track1,London Borough of Barnet,conservation-area,OSGB,warning,external,16.0,conservation-area,1cafec4102c43a9e95f54bd36453240251c7741d7d15de7f742ceafac750f8e2,https://open.barnet.gov.uk/download/20yo8/c6n/conservation_area.gpkg,200,,283a31b074f197dcd1c5cfac8948da5c27a666100fa56e043302e2d12105548c,2025-03-19,2023-11-06,,2024-06-06,
local-authority:BNE,ODP-Track1,London Borough of Barnet,conservation-area-document,missing value,error,external,2.0,conservation-area,57583a1dd8588c77dec47c7cc3c2114146e6ec01158b4dd4be63139c8995049d,https://open.barnet.gov.uk/download/2nx73/qyl,200,,88f9390134eac07055131ac6ced64c3d6072218dccb969df88272223f6bc1064,2025-03-19,2024-10-29,,2025-02-11,
local-authority:BNE,ODP-Track1,London Borough of Barnet,listed-building-outline,no associated documents found for this area,error,external,649.0,listed-building,6cec4fa5b9e9340c4f594bbdbac5cd7ffaf94498583d1ce5f4ffb1f9e2849427,https://open.barnet.gov.uk/download/2w6jz/ztc/statutory-listed-buildings.csv,200,,2a3ae3bf52ffcd65e1527ccb45ac28dadbbc3a9d186adb35eb77444a22debf0b,2025-03-19,2023-12-18,,2025-03-04,
local-authority:BNE,ODP-Track1,London Borough of Barnet,tree,OSGB,warning,external,6189.0,tree-preservation-order,422e2a9f2fb1d809d8849e05556aa7c232060673c1cc51d84bcf9bb586d5de52,https://open.barnet.gov.uk/download/e5nge/837/tree-preservation-zone.gpkg,200,,73b54852ed33902db778c148589010cdb845d9f545bc8e8584beb5f0266d801c,2025-03-19,2023-11-07,,2025-03-04,
local-authority:BNE,ODP-Track1,London Borough of Barnet,tree,OSGB,warning,external,6189.0,tree-preservation-order,422e2a9f2fb1d809d8849e05556aa7c232060673c1cc51d84bcf9bb586d5de52,https://open.barnet.gov.uk/download/e5nge/837/tree-preservation-zone.gpkg,200,,73b54852ed33902db778c148589010cdb845d9f545bc8e8584beb5f0266d801c,2025-03-19,2023-11-07,,2025-03-04,
local-authority:BNE,ODP-Track1,London Borough of Barnet,tree-preservation-order,missing value,error,external,705.0,tree-preservation-order,57af3de9713f3fa5d70cedb44a444ae955b80d658774fdffcf5ee6eae40d9c6f,https://open.barnet.gov.uk/download/e5nge/ktw/tree-preservation-order.csv,200,,38c8860376cce148325f17048d48fa60b3efce9da612fe7f62b0b3b5ef8b5cb8,2025-03-19,2023-11-07,,2025-03-04,
local-authority:BNE,ODP-Track1,London Borough of Barnet,tree-preservation-order,missing value,error,external,705.0,tree-preservation-order,57af3de9713f3fa5d70cedb44a444ae955b80d658774fdffcf5ee6eae40d9c6f,https://open.barnet.gov.uk/download/e5nge/ktw/tree-preservation-order.csv,200,,38c8860376cce148325f17048d48fa60b3efce9da612fe7f62b0b3b5ef8b5cb8,2025-03-19,2023-11-07,,2025-03-04,
local-authority:BNE,ODP-Track1,London Borough of Barnet,tree-preservation-zone,OSGB,warning,external,3212.0,tree-preservation-order,422e2a9f2fb1d809d8849e05556aa7c232060673c1cc51d84bcf9bb586d5de52,https://open.barnet.gov.uk/download/e5nge/837/tree-preservation-zone.gpkg,200,,73b54852ed33902db778c148589010cdb845d9f545bc8e8584beb5f0266d801c,2025-03-19,2023-11-07,,2025-03-04,
local-authority:BNE,ODP-Track1,London Borough of Barnet,tree-preservation-zone,OSGB,warning,external,3212.0,tree-preservation-order,422e2a9f2fb1d809d8849e05556aa7c232060673c1cc51d84bcf9bb586d5de52,https://open.barnet.gov.uk/download/e5nge/837/tree-preservation-zone.gpkg,200,,73b54852ed33902db778c148589010cdb845d9f545bc8e8584beb5f0266d801c,2025-03-19,2023-11-07,,2025-03-04,
local-authority:BNE,ODP-Track1,London Borough of Barnet,tree-preservation-zone,patch,info,internal,3212.0,tree-preservation-order,422e2a9f2fb1d809d8849e05556aa7c232060673c1cc51d84bcf9bb586d5de52,https://open.barnet.gov.uk/download/e5nge/837/tree-preservation-zone.gpkg,200,,73b54852ed33902db778c148589010cdb845d9f545bc8e8584beb5f0266d801c,2025-03-19,2023-11-07,,2025-03-04,
local-authority:BNE,ODP-Track1,London Borough of Barnet,tree-preservation-zone,patch,info,internal,3212.0,tree-preservation-order,422e2a9f2fb1d809d8849e05556aa7c232060673c1cc51d84bcf9bb586d5de52,https://open.barnet.gov.uk/download/e5nge/837/tree-preservation-zone.gpkg,200,,73b54852ed33902db778c148589010cdb845d9f545bc8e8584beb5f0266d801c,2025-03-19,2023-11-07,,2025-03-04,
